brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,hp,liters
Audi,Q8 55 Premium,2020,34300,Hybrid,8-Speed A/T,Gray,Brown,0,1,52500.0,335.0,3.0
Honda,Odyssey Elite,2019,82000,Gasoline,10-Speed A/T,Silver,Black,0,1,32471.0,280.0,3.5
Acura,TLX,2023,3389,Gasoline,Automatic,Platinum White Pearl,Black,0,0,38598.0,279.5,2.0
Porsche,Cayenne GTS Coupe AWD,2023,10000,Gasoline,8-Speed A/T,Gray,Black,0,1,99175.0,453.0,4.0
Cadillac,STS V6,2005,96000,Gasoline,A/T,Beige,Brown,1,1,4999.0,260.0,3.6
Dodge,Charger R/T,2021,7751,Gasoline,8-Speed A/T,Black,Black,0,1,41950.0,370.0,5.7
Audi,RS 7 4.0T Performance Prestige,2017,66250,Gasoline,8-Speed A/T,Gray,Gray,1,1,59200.0,605.0,4.0
Lexus,CT 200h Premium,2012,109000,Hybrid,A/T,White,Black,1,1,14945.0,134.0,1.8
Hyundai,Genesis Coupe 3.8 Base,2015,60000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,17000.0,348.0,3.8
Tesla,Model S Performance,2020,14700,Gasoline,1-Speed A/T,Gray,Black,0,1,63000.0,778.0,3.5
Mercedes-Benz,E-Class E 350 4MATIC,2022,9006,Gasoline,9-Speed A/T,Black,Black,0,1,56999.0,255.0,2.0
Toyota,GR86 Base,2022,13400,Gasoline,6-Speed A/T,Silver,Black,0,1,33499.0,228.0,2.4
Porsche,Macan S,2020,28570,Gasoline,Automatic,White,Black,0,0,55998.0,340.0,3.0
Dodge,Durango SRT,2018,78000,Gasoline,Transmission w/Dual Shift Mode,White,Black,1,1,44700.0,475.0,6.4
Lexus,LX 570 Base,2013,134000,Gasoline,A/T,Gray,Black,1,1,29995.0,383.0,5.7
Kia,Optima Hybrid EX,2013,104994,Hybrid,6-Speed A/T,Black,Beige,0,1,9000.0,199.0,2.4
Bentley,Continental GT V8 S,2016,31500,Gasoline,8-Speed A/T,Black,Beige,0,1,99175.0,521.0,4.0
Alfa,Romeo Giulia Base,2020,30000,Gasoline,8-Speed A/T,Black,–,0,1,28900.0,280.0,2.0
Lexus,LX 600 F SPORT,2023,490,Gasoline,A/T,Black,Black,0,1,99175.0,409.0,3.4
Porsche,Taycan Turbo,2020,18000,Gasoline,A/T,Silver,Black,0,1,99175.0,616.0,3.45
Toyota,Sequoia Limited,2017,67000,E85 Flex Fuel,6-Speed A/T,Silver,Gray,0,1,37999.0,381.0,5.7
Kia,K5 EX,2021,8263,Gasoline,A/T,Gray,White,0,1,29000.0,180.0,1.6
RAM,1500 Big Horn,2021,35003,Gasoline,8-Speed Automatic,Bright White Clearcoat,Diesel Gray / Black,0,1,40999.0,395.0,5.7
Chevrolet,Corvette Base,2008,80000,Gasoline,6-Speed A/T,Red,Beige,0,1,31000.0,430.0,6.2
Chevrolet,Corvette Stingray w/1LT,2022,6200,Gasoline,Transmission w/Dual Shift Mode,Brown,Black,0,1,99175.0,490.0,6.2
Jaguar,F-TYPE S,2014,74595,Gasoline,8-Speed A/T,Green,Black,1,1,32450.0,495.0,5.0
Audi,A7 3.0T Prestige,2013,87066,Gasoline,8-Speed A/T,Silver,Black,0,1,20999.0,310.0,3.0
Audi,Q8 3.0T Prestige,2019,38360,Gasoline,8-Speed Automatic,Orca Black Metallic,Black,0,0,49936.0,335.0,3.0
Kia,Telluride SX,2020,38000,Gasoline,8-Speed A/T,Green,Beige,0,1,41999.0,291.0,3.8
Toyota,Camry Hybrid XLE,2018,69641,Hybrid,CVT Transmission,White,Black,1,1,23995.0,208.0,2.5
Toyota,GR86 Premium,2022,1275,Gasoline,6-Speed A/T,Blue,Black,0,1,47999.0,228.0,2.4
BMW,M3 Base,2001,60000,Gasoline,6-Speed M/T,Black,Gray,0,1,25000.0,333.0,3.2
Jeep,Wrangler Rubicon,2014,99450,Gasoline,6-Speed M/T,Gray,Black,0,1,21000.0,285.0,3.6
Toyota,Tundra Hybrid Capstone,2023,200,Hybrid,10-Speed A/T,Blue,White,0,1,82500.0,437.0,3.4
Porsche,Panamera 4 Edition,2016,68000,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,1,1,32950.0,310.0,3.6
Lexus,GS 350 Base,2010,212000,Gasoline,A/T,Gray,Black,1,1,9450.0,303.0,3.5
GMC,Sierra 3500 Denali,2019,73091,Diesel,A/T,White,Black,1,1,58500.0,445.0,6.6
Kia,Niro Plug-In Hybrid EX,2023,9400,Plug-In Hybrid,A/T,Black,Black,0,1,31500.0,180.0,1.6
Porsche,Cayenne Base,2014,117697,Gasoline,8-Speed A/T,Black,Black,1,1,16975.0,300.0,3.6
Mercedes-Benz,S-Class S 65 AMG,2015,95428,Gasoline,A/T,Silver,Silver,0,1,55000.0,621.0,6.0
Lexus,GX 460 Premium,2017,116300,Gasoline,6-Speed A/T,Gray,Beige,0,1,31950.0,301.0,4.6
Acura,MDX Sport Hybrid 3.0L w/Technology Package,2019,56778,Hybrid,7-Speed A/T,Black,Black,0,1,41899.0,321.0,3.0
Audi,Q5 S line Premium Plus,2023,5682,Hybrid,Automatic,Chronos Gray,Gray,0,0,48698.0,333.0,2.0
BMW,530 i,2017,37000,Gasoline,A/T,Gray,Black,0,1,31000.0,248.0,2.0
Kia,Forte Koup EX,2015,103748,Gasoline,A/T,Gray,Gray,0,1,8500.0,173.0,2.0
Toyota,Sequoia Limited,2005,86000,Gasoline,A/T,Silver,–,0,1,22500.0,282.0,4.7
Land,Rover LR4 HSE,2013,125900,Gasoline,A/T,Black,Beige,0,1,21000.0,375.0,5.0
Nissan,Titan SV,2023,6200,Gasoline,9-Speed A/T,Black,Gray,0,1,48000.0,400.0,5.6
Ford,F-250 Lariat,2019,85000,Diesel,6-Speed A/T,Black,Black,1,1,52500.0,450.0,6.7
Mercedes-Benz,AMG GT AMG GT,2017,19324,Gasoline,Transmission w/Dual Shift Mode,Gray,Beige,0,1,75000.0,456.0,4.0
Cadillac,Escalade Platinum,2018,49273,Gasoline,A/T,Red,Black,0,1,54000.0,420.0,6.2
Tesla,Model 3 Standard Range Plus,2019,42094,Gasoline,A/T,White,White,0,1,32000.0,271.0,3.5
BMW,M3 Base,2017,44000,Gasoline,7-Speed A/T,Blue,Black,0,1,55000.0,425.0,3.0
Chevrolet,Cruze LT,2012,148377,Gasoline,6-Speed A/T,Blue,Black,0,0,5500.0,138.0,1.4
Dodge,Challenger SRT8,2010,70000,Gasoline,6-Speed M/T,Orange,Black,0,1,22000.0,425.0,6.1
Mercedes-Benz,Sprinter 2500,2016,143290,Diesel,A/T,White,Black,0,1,33490.0,161.0,2.1
Ford,F-350 Platinum,2019,69205,Diesel,Transmission w/Dual Shift Mode,White,Black,0,1,73500.0,450.0,6.7
Chevrolet,Tahoe LTZ,2015,123500,Gasoline,6-Speed A/T,White,Brown,0,1,25650.0,355.0,5.3
Audi,Q7 3.0T Prestige,2018,70773,Gasoline,A/T,White,Black,0,1,30950.0,333.0,3.0
Jeep,Patriot Latitude,2015,109000,Gasoline,A/T,Gray,Gray,1,1,7599.0,158.0,2.0
INFINITI,QX70 Base,2014,71097,Gasoline,7-Speed A/T,Black,Black,0,1,18995.0,325.0,3.7
BMW,X5 xDrive35i,2013,76309,Gasoline,A/T,Silver,Black,0,0,12000.0,300.0,3.0
Tesla,Model 3,2018,26609,Gasoline,Automatic,Gray,–,0,0,36998.0,455.0,3.5
Land,Rover Range Rover P400 SE LWB 7 Seat,2023,4126,Hybrid,A/T,Black,Beige,0,0,99175.0,395.0,3.0
Nissan,240SX Base,1996,160490,Gasoline,5-Speed M/T,Gray,Black,0,1,15500.0,287.0,3.5
Cadillac,ATS 2.5L,2014,80400,Gasoline,A/T,Silver,Black,1,1,15000.0,202.0,2.5
Toyota,RAV4 Base,2010,123620,Gasoline,4-Speed A/T,Black,Black,1,1,9900.0,179.0,2.5
Acura,TSX Technology,2011,187883,Gasoline,A/T,Red,Beige,0,1,5500.0,201.0,2.4
Mercedes-Benz,G-Class G 550 4MATIC,2020,45000,Gasoline,A/T,Black,Black,0,1,99175.0,416.0,4.0
Honda,Civic Sport,2022,25420,Gasoline,CVT Transmission,Red,Gray,0,1,24500.0,158.0,2.0
BMW,M3 Base,2011,129999,Gasoline,6-Speed M/T,White,Black,0,1,29999.0,414.0,4.0
BMW,M3 Base,2008,41048,Gasoline,Transmission w/Dual Shift Mode,Gray,Beige,0,1,38490.0,414.0,4.0
Nissan,Cube 1.8 S,2010,72500,Gasoline,6-Speed M/T,Brown,Black,0,1,6750.0,122.0,1.8
RAM,ProMaster 3500 Tradesman,2014,143390,Gasoline,6-Speed A/T,White,–,0,1,13000.0,280.0,3.6
Acura,RDX Base,2018,68425,Gasoline,6-Speed A/T,Gray,–,1,1,23500.0,279.0,3.5
Toyota,4Runner Limited,2018,95000,Gasoline,A/T,Silver,Brown,0,1,33000.0,270.0,4.0
RAM,1500 Limited,2019,29000,Gasoline,8-Speed A/T,Gray,Black,1,1,49500.0,395.0,5.7
Chevrolet,Corvette Base,2003,145000,Gasoline,A/T,Blue,Black,0,1,22000.0,350.0,5.7
Land,Rover Defender 110 SE,2020,29700,Hybrid,8-Speed A/T,Green,Black,0,0,68000.0,395.0,3.0
Jeep,Grand Cherokee Laredo,2011,98658,Gasoline,5-Speed A/T,White,Gray,0,1,14995.0,360.0,5.7
Volvo,S80 T6,2009,97615,Gasoline,6-Speed A/T,Black,Gray,0,1,10500.0,281.0,3.0
Porsche,Cayenne S,2014,36000,Gasoline,8-Speed A/T,Black,Beige,0,1,37000.0,400.0,4.8
Mazda,CX-30 Select,2021,61874,Gasoline,6-Speed Automatic,Jet Black Mica,Black,0,1,22389.0,184.0,2.5
Chrysler,Town & Country Touring,2012,74582,E85 Flex Fuel,6-Speed A/T,Black,–,0,1,8500.0,283.0,3.6
INFINITI,FX37 Base,2013,51500,Gasoline,A/T,Gray,Black,0,1,23900.0,325.0,3.7
Toyota,FJ Cruiser Base,2007,193827,Gasoline,A/T,Silver,Black,0,1,14950.0,239.0,4.0
Chevrolet,Silverado 1500 LT,2019,53433,Gasoline,A/T,Blue,Gray,0,1,36950.0,355.0,5.3
Mercedes-Benz,C-Class C 63 AMG,2012,103000,Gasoline,7-Speed A/T,Silver,Black,1,1,40000.0,451.0,6.3
BMW,428 Gran Coupe i xDrive,2016,59000,Gasoline,Transmission w/Dual Shift Mode,Black,Brown,1,1,20999.0,240.0,2.0
Lexus,GX 460 Premium,2017,82000,Gasoline,A/T,Gray,Brown,0,1,32900.0,301.0,4.6
Porsche,Panamera Edition,2016,60000,Gasoline,A/T,Gray,Black,0,1,45000.0,310.0,3.6
Cadillac,Escalade ESV Platinum,2017,93971,Gasoline,A/T,White,Beige,0,1,47000.0,420.0,6.2
Lexus,IS 350 Base,2015,62600,Gasoline,Transmission w/Dual Shift Mode,Gray,Red,0,1,27500.0,306.0,3.5
Mercedes-Benz,E-Class E 350 4MATIC,2014,84450,Gasoline,7-Speed A/T,Gray,Beige,0,1,19000.0,302.0,3.5
Audi,Q5 S line Premium,2022,18099,Hybrid,Automatic,Daytona Gray,Gray,0,0,40798.0,333.0,2.0
Mercedes-Benz,E-Class E 350 4MATIC,2014,76500,Gasoline,7-Speed A/T,Silver,Black,0,1,17999.0,302.0,3.5
Chevrolet,Camaro 1LT,2017,74000,Gasoline,A/T,Yellow,Black,0,1,19800.0,275.0,2.0
RAM,1500 Laramie,2022,15607,Gasoline,8-Speed Automatic,Billet Silver Metallic Clearcoat,Black,0,0,45999.0,395.0,5.7
Chevrolet,Silverado 1500 1LZ,2014,111095,E85 Flex Fuel,6-Speed A/T,White,Black,1,1,26000.0,355.0,5.3
Toyota,Camry Solara SLE,2007,37216,Gasoline,A/T,Red,Beige,1,1,14995.0,210.0,3.3
Jaguar,F-TYPE S,2015,25786,Gasoline,8-Speed A/T,Blue,Gray,0,1,38500.0,380.0,3.0
Jeep,Gladiator Sport,2021,15520,Gasoline,8-Speed Automatic,Sting Gray Clearcoat,Black,0,1,40459.0,285.0,3.6
RAM,1500 Big Horn,2021,49583,Gasoline,8-Speed Automatic,Billet Silver Metallic Clearcoat,Black,0,0,42816.0,395.0,5.7
Porsche,Cayenne Diesel,2015,97300,Diesel,8-Speed A/T,Black,Black,0,1,29995.0,240.0,3.0
Chevrolet,Camaro Base,2002,89000,Gasoline,A/T,Silver,Black,0,1,10400.0,200.0,3.8
Porsche,Cayenne S,2015,52111,Gasoline,8-Speed A/T,Black,Black,1,1,37500.0,420.0,3.6
Dodge,Challenger R/T Scat Pack,2019,75800,Gasoline,Automatic,Gray,Black,0,0,35998.0,345.0,6.4
Lexus,ES 350 Base,2010,113500,Gasoline,A/T,Red,Beige,1,1,11000.0,272.0,3.5
Audi,Q3 2.0T Premium Plus,2015,155382,Gasoline,A/T,Brown,Gray,1,1,13500.0,200.0,2.0
Mercedes-Benz,E-Class E 550,2016,49643,Gasoline,7-Speed A/T,White,Black,1,1,33995.0,402.0,4.7
BMW,650 i xDrive,2015,76474,Gasoline,Transmission w/Dual Shift Mode,White,Black,0,1,32000.0,445.0,4.4
Porsche,Cayman Base,2016,10431,Gasoline,7-Speed A/T,Red,Black,0,1,50999.0,275.0,2.7
INFINITI,FX50 Base,2009,190120,Gasoline,7-Speed A/T,Gray,Black,1,1,12500.0,390.0,5.0
Ford,F-150 XLT,2020,92000,Gasoline,10-Speed A/T,Gray,Black,0,1,29999.0,375.0,3.5
Chevrolet,Camaro 2LT,2017,24000,Gasoline,6-Speed M/T,Yellow,Black,0,1,32000.0,335.0,3.6
RAM,1500 Big Horn,2020,25396,Gasoline,8-Speed Automatic,Maximum Steel Metallic,Black,0,1,43250.0,395.0,5.7
Chevrolet,Silverado 2500 H/D,2001,167000,Gasoline,4-Speed A/T,White,Gray,1,1,6500.0,300.0,6.0
RAM,1500 Laramie,2022,18645,Gasoline,Automatic,Diamond Black,Black,0,1,49700.0,395.0,5.7
Porsche,911 Turbo,2018,28470,Gasoline,Transmission w/Dual Shift Mode,White,Black,1,1,99175.0,540.0,3.8
Ford,Mustang V6,2016,54000,Gasoline,6-Speed A/T,White,Black,0,1,23999.0,300.0,3.7
Hyundai,Accent GL,2003,83000,Gasoline,M/T,Blue,Gray,0,1,2900.0,104.0,1.6
Audi,Q5 S line Premium Plus,2022,10071,Hybrid,Automatic,Mythos Black Metallic,Black,0,0,40598.0,333.0,2.0
Ford,F-150 XLT,2021,43329,Gasoline,10-Speed Automatic,Carbonized Gray Metallic,Black,0,1,43642.0,375.0,3.5
Lexus,RC F Base,2015,51400,Gasoline,8-Speed A/T,Silver,Gray,0,1,43000.0,467.0,5.0
Chevrolet,Suburban 1500 LT,2015,153800,E85 Flex Fuel,6-Speed A/T,Silver,Black,1,1,23000.0,355.0,5.3
Land,Rover Range Rover Sport SVR Carbon Edition,2022,9000,Gasoline,A/T,Green,Gray,0,1,99175.0,575.0,5.0
Dodge,Viper SRT-10,2003,10800,Gasoline,6-Speed M/T,Silver,Black,0,1,65499.0,500.0,8.3
RAM,1500 Laramie,2020,10458,Gasoline,8-Speed Automatic,Delmonico Red Pearlcoat,Black,0,1,48815.0,395.0,5.7
BMW,328 i,2014,84709,Gasoline,8-Speed A/T,Silver,Gray,0,1,13800.0,240.0,2.0
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,33500,Gasoline,9-Speed A/T,Red,Black,0,1,45770.0,385.0,3.0
BMW,M4 Base,2015,98000,Gasoline,Transmission w/Dual Shift Mode,Black,Orange,0,1,32999.0,425.0,3.0
BMW,750 i,2008,94653,Gasoline,A/T,Green,Green,1,1,7300.0,360.0,4.8
Ford,Expedition Limited,2023,9281,Gasoline,A/T,Black,Black,0,1,85000.0,440.0,3.5
Chevrolet,Traverse Premier,2023,11806,Gasoline,9-Speed A/T,White,Black,0,1,47000.0,310.0,3.6
Mercedes-Benz,E-Class D 2.5 Turbo,1993,70015,Gasoline,4-Speed A/T,Gray,Gray,0,1,22500.0,362.0,3.5
Cadillac,Escalade Platinum,2020,48613,Gasoline,A/T,Black,Black,1,1,61500.0,420.0,6.2
RAM,3500 Tradesman,2023,2990,Diesel,A/T,White,Black,1,1,69900.0,400.0,6.7
Audi,TT 1.8L,2005,124747,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,0,1,6900.0,180.0,1.8
RAM,1500 Big Horn,2021,24000,Hybrid,A/T,Silver,Black,0,1,42000.0,395.0,5.7
Mazda,CX-7 Sport,2009,113000,Gasoline,6-Speed A/T,Gray,Black,0,1,5499.0,244.0,2.3
INFINITI,QX60 Base,2017,89106,Gasoline,Transmission w/Dual Shift Mode,White,Beige,0,1,18000.0,295.0,3.5
Ford,F-250 Platinum,2017,22000,E85 Flex Fuel,6-Speed A/T,Beige,Black,1,1,53000.0,385.0,6.2
Jeep,Compass Limited,2022,20472,Gasoline,9-Speed Automatic,Red,Black,0,0,28298.0,285.0,2.4
INFINITI,QX80 SENSORY,2023,8600,Gasoline,7-Speed A/T,Black,Brown,0,0,78990.0,400.0,5.6
Chevrolet,Silverado 1500 Limited LT Trail Boss,2022,4753,Gasoline,10-Speed A/T,White,Black,0,1,57000.0,355.0,5.3
Hyundai,Genesis Coupe 2.0T,2010,65000,Gasoline,A/T,Gray,Black,0,0,8900.0,210.0,2.0
Chevrolet,Camaro 1SS,2021,15000,Gasoline,6-Speed M/T,Blue,Gray,0,1,43500.0,455.0,6.2
Chevrolet,Tahoe Base,1997,229000,Diesel,A/T,Green,Beige,1,1,19500.0,180.0,6.5
Audi,A6 3.0 TDI Premium Plus,2014,42400,Diesel,8-Speed A/T,Silver,Black,0,1,26500.0,240.0,3.0
Land,Rover Defender S,2023,15840,Gasoline,8-Speed A/T,White,Black,0,1,69900.0,296.0,2.0
Porsche,Cayenne S,2016,76200,Gasoline,Transmission w/Dual Shift Mode,Gray,Beige,0,1,42000.0,420.0,3.6
Chevrolet,Suburban Premier,2019,105667,Gasoline,6-Speed A/T,Black,Beige,0,1,39000.0,355.0,5.3
Chevrolet,Suburban Premier,2019,51338,Gasoline,6-Speed A/T,White,Black,0,1,49900.0,355.0,5.3
Dodge,Dart SE,2016,76857,Gasoline,M/T,Black,Black,1,1,8100.0,160.0,2.0
Ford,F-250 Lariat,2019,80200,E85 Flex Fuel,A/T,White,Black,0,1,42500.0,385.0,6.2
Toyota,Sequoia SR5,2002,244200,Gasoline,A/T,White,–,1,1,3950.0,240.0,4.7
Ford,Mustang GT,2014,38560,Gasoline,6-Speed M/T,Black,Black,1,1,28500.0,420.0,5.0
Chevrolet,Corvette Stingray w/2LT,2020,12500,Gasoline,Transmission w/Dual Shift Mode,Yellow,Black,0,1,84999.0,490.0,6.2
Hyundai,Genesis Coupe 3.8 Base,2016,45303,Gasoline,8-Speed A/T,White,Black,0,1,20999.0,348.0,3.8
Ford,Focus ST Base,2014,110000,Gasoline,6-Speed M/T,Silver,Gray,0,1,9495.0,252.0,2.0
Cadillac,CTS Luxury,2011,66200,Gasoline,6-Speed A/T,Black,Black,0,1,16499.0,270.0,3.0
Subaru,Baja Base,2003,71000,Gasoline,5-Speed M/T,Red,Black,0,1,14900.0,165.0,2.5
Toyota,Highlander XLE,2019,81301,Gasoline,8-Speed Automatic,Black,Black,0,1,30275.0,295.0,3.5
Chevrolet,Corvette Stingray Z51,2019,7033,Gasoline,8-Speed A/T,White,Black,0,1,63900.0,460.0,6.2
Dodge,Durango SRT,2020,36000,Gasoline,8-Speed A/T,Gray,Red,0,1,62000.0,475.0,6.4
Acura,TSX 2.4,2010,116000,Gasoline,6-Speed M/T,Silver,Black,1,1,9000.0,201.0,2.4
Chevrolet,Camaro 2SS,2018,42780,Gasoline,Transmission w/Dual Shift Mode,Black,Black,1,1,41100.0,455.0,6.2
BMW,640 Gran Coupe i,2014,39886,Gasoline,Transmission w/Dual Shift Mode,Black,Red,1,1,26000.0,315.0,3.0
Audi,S5 3.0T Premium Plus,2014,151400,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,0,1,15400.0,333.0,3.0
Alfa,Romeo Giulia Base,2017,48000,Gasoline,A/T,Red,Black,0,1,20500.0,280.0,2.0
Toyota,Highlander XLE,2023,8727,Gasoline,8-Speed Automatic,Ruby Flare Pearl,Black,0,0,44596.0,295.0,2.4
Rolls-Royce,Ghost Base,2011,79000,Gasoline,8-Speed A/T,Black,White,1,1,80300.0,563.0,6.6
Dodge,Challenger R/T,2020,54000,Gasoline,8-Speed A/T,Gray,Black,0,1,34000.0,372.0,5.7
Porsche,Cayenne Base,2016,110000,Gasoline,A/T,White,White,1,1,25900.0,300.0,3.6
Chevrolet,Bolt EV LT,2020,49688,Gasoline,A/T,Blue,Gray,0,1,24900.0,200.0,5.3
Mercedes-Benz,Metris Base,2020,14000,Gasoline,7-Speed A/T,Black,Beige,0,1,48000.0,208.0,2.0
Dodge,Charger SRT Hellcat Widebody,2023,5000,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,0,1,99175.0,717.0,6.2
Chevrolet,Silverado 1500 ZR2,2022,11597,Gasoline,Automatic,Silver Ice Metallic,Jet Black,0,0,68590.0,355.0,6.2
Mercedes-Benz,AMG S 63 Base 4MATIC,2017,86101,Gasoline,A/T,Gray,Red,1,1,72777.0,577.0,5.5
Chevrolet,Silverado 1500 LT,2017,58816,Gasoline,6-Speed Electronically Controlled Automatic with O,Black,Jet Black,0,0,36590.0,335.0,5.3
Lexus,RC 350 Base,2016,77856,Gasoline,6-Speed Automatic,Atomic Silver,Black,0,1,30919.0,306.0,3.5
Lamborghini,Urus Base,2021,20069,Gasoline,8-Speed Automatic,Rosso Mars Metallic,Nero Ade,0,0,99175.0,641.0,4.0
GMC,Acadia SLE-1,2015,115282,Gasoline,6-Speed Automatic,Crimson Red Tintcoat,Ebony,1,1,12433.0,355.0,3.6
Porsche,911 GT3,2016,30700,Gasoline,7-Speed A/T,White,Black,0,1,99175.0,475.0,3.8
MINI,Cooper Base,2003,103726,Gasoline,5-Speed M/T,Red,Gray,1,1,5995.0,115.0,1.6
Mazda,MX-5 Miata Sport,2008,39800,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,0,1,13250.0,158.0,2.0
Toyota,4Runner TRD Off Road,2019,79500,Gasoline,A/T,White,Black,0,1,33333.0,270.0,4.0
Toyota,Highlander Limited,2008,165520,Gasoline,A/T,Gray,Gray,1,1,9000.0,270.0,3.5
BMW,650 Gran Coupe i,2014,92000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,1,1,24000.0,445.0,4.4
Hyundai,Palisade Calligraphy,2023,1500,Gasoline,Transmission w/Dual Shift Mode,Green,Black,0,1,55000.0,291.0,3.8
Pontiac,Solstice GXP,2008,38100,Gasoline,5-Speed M/T,Orange,Black,0,1,19950.0,260.0,2.0
Land,Rover Range Rover Evoque SE Premium,2018,42125,Gasoline,Transmission w/Dual Shift Mode,White,Black,0,1,38999.0,237.0,2.0
Porsche,Cayenne Diesel,2014,86818,Diesel,Transmission w/Dual Shift Mode,Silver,Black,0,1,33500.0,240.0,3.0
BMW,M3 Competition xDrive,2023,3490,Gasoline,8-Speed A/T,Gray,Black,0,1,95580.0,503.0,3.0
Toyota,Avalon Limited,2008,111300,Gasoline,Transmission w/Dual Shift Mode,Gold,Beige,0,1,7900.0,268.0,3.5
BMW,M3 Base,2011,98200,Gasoline,7-Speed A/T,White,Black,0,1,27000.0,414.0,4.0
Porsche,Panamera Base,2018,42500,Gasoline,8-Speed A/T,Black,Beige,1,1,53999.0,330.0,3.0
Jeep,Wrangler Sport,2001,171000,Gasoline,5-Speed M/T,White,Black,1,1,15000.0,181.0,4.0
Honda,Passport TrailSport,2023,11649,Gasoline,9-Speed A/T,Black,Black,0,0,39999.0,280.0,3.5
Mercedes-Benz,SL-Class SL 550,2013,24933,Gasoline,Transmission w/Dual Shift Mode,Silver,Red,1,1,40250.0,429.0,4.6
Audi,RS 4 Base,2007,99769,Gasoline,6-Speed M/T,Gray,White,0,1,29995.0,420.0,4.2
Toyota,Avalon Limited,2022,16156,Gasoline,8-Speed Automatic,Blueprint,Graphite,0,0,39390.0,268.0,3.5
Mercedes-Benz,E-Class E 350 4MATIC,2008,67250,Gasoline,A/T,White,Beige,0,1,11900.0,268.0,3.5
GMC,Yukon Denali,2021,30022,Gasoline,A/T,Blue,Black,1,1,74500.0,420.0,6.2
Porsche,Panamera 4S,2017,42596,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,78000.0,440.0,2.9
Ford,Explorer XLT,2021,33705,Gasoline,10-Speed Automatic,White,Light Slate,1,1,36995.0,290.0,2.3
Land,Rover LR4 HSE LUX Landmark Edition,2016,63300,Gasoline,8-Speed A/T,White,Brown,0,1,31000.0,340.0,3.0
Acura,TLX Type S w/Performance Tire,2023,4700,Gasoline,10-Speed A/T,Red,Black,0,1,52000.0,355.0,3.0
Toyota,Tacoma Base,2020,27256,Gasoline,6 Speed At/Mt,Midnight Black Metallic,Black/Gun Metal,0,0,42998.0,159.0,3.5
Hummer,H3 Base,2010,107481,Gasoline,A/T,White,Black,0,1,13500.0,239.0,3.7
Tesla,Model 3 Long Range,2018,61700,Gasoline,A/T,White,Black,0,1,25900.0,271.0,3.5
Volvo,850 Turbo,1995,94000,Gasoline,A/T,White,Black,0,1,4500.0,300.0,2.0
Jeep,Wrangler Unlimited Sahara,2017,128000,Gasoline,5-Speed A/T,Gray,Black,0,1,26800.0,285.0,3.6
Chevrolet,Camaro 2SS,2018,26000,Gasoline,8-Speed A/T,White,Black,0,1,39000.0,455.0,6.2
Audi,S6 4.0T,2015,74000,Gasoline,7-Speed A/T,Blue,Gray,0,1,29950.0,420.0,4.0
Audi,TT RS Base,2012,54900,Gasoline,6-Speed M/T,White,Brown,0,0,28900.0,360.0,2.5
INFINITI,QX56 Base,2012,141775,Gasoline,Transmission w/Dual Shift Mode,White,Beige,0,1,11500.0,400.0,5.6
Volkswagen,New Beetle GLS,2001,63250,Gasoline,4-Speed A/T,Yellow,Yellow,0,1,12000.0,115.0,2.0
Audi,Q5 S line Premium Plus,2022,13895,Hybrid,Automatic,Daytona Gray,Black,0,0,44998.0,333.0,2.0
Lamborghini,Aventador LP750-4 Superveloce,2017,10654,Gasoline,Automatic,Balloon White,Nero Ade,0,0,99175.0,573.0,6.5
Ford,F-250 XL,2014,35900,E85 Flex Fuel,Transmission w/Dual Shift Mode,Blue,Gray,1,1,27900.0,385.0,6.2
GMC,Yukon XL Denali,2022,48306,Gasoline,10-Speed Automatic,Summit White,Jet Black,1,1,71999.0,420.0,6.2
Audi,A4 2.0T Premium,2012,125000,Gasoline,8-Speed A/T,Black,Black,0,1,10500.0,211.0,2.0
Dodge,Challenger SRT 392,2016,37700,Gasoline,8-Speed A/T,Black,Black,1,1,38000.0,345.0,5.7
Tesla,Model S P100D,2017,103000,Gasoline,1-Speed A/T,Black,White,0,1,36000.0,518.0,3.5
Mazda,CX-30 Premium Package,2021,45303,Gasoline,6-Speed Automatic,Snowflake White Pearl,White / Brown,0,0,25382.0,184.0,2.5
Lexus,ES 350 Base,2016,53900,Gasoline,A/T,Red,Beige,0,1,27500.0,268.0,3.5
Jeep,Wrangler Sahara,2008,54000,Gasoline,A/T,Green,Gray,0,1,20000.0,202.0,3.8
Chevrolet,Avalanche 1500 LTZ,2007,129000,Gasoline,A/T,White,Beige,0,1,17950.0,366.0,6.0
Jeep,Grand Cherokee L Laredo,2022,10232,Gasoline,Automatic,Diamond Black,Global Black,0,1,44646.0,285.0,3.6
Acura,MDX w/Advance Package,2023,3708,Gasoline,Automatic,White,Espresso,0,0,58998.0,279.5,3.5
Nissan,Pathfinder SL,2018,167000,Gasoline,A/T,Black,Beige,0,0,14500.0,284.0,3.5
